pmcid,sid,sent,text,span,tag
PMC3097211,21,"As a result, mutant parasites display strong defects in initiating a malaria infection. ",malaria infection,"(69, 86)",DS
PMC4313693,18,"It is becoming increasingly supported by experimental evidence that some human bacterial pathogens can colonize plants and cause disease (Kirzinger et al., 2011). Salmonella is one of these bacterial species with extremely broad host range that infects not only animals, but also plants (Hernandez-Reyes and Schikora, 2013). ",infects,"(245, 252)",DS
PMC4313693,538,"Ribonucleoprotein, putative ","Ribonucleoprotein, putative","(0, 27)",GP
PMC5979449,2,"Histopathological lesions of As intoxication are known as thromboangiitis obliterans, which are resistant to current treatment and often lead to lower limb amputation. ",As intoxication,"(29, 44)",DS
PMC5979449,12,Further clinical studies are required to demonstrate the therapeutic efficacy of MSCs in patients suffering from As intoxication with vasculopathy. ,As intoxication,"(113, 128)",DS
PMC5979449,60,"From this study, we could characterize the effect of hMSCs, which are capable of preventing apoptosis in HUVECs caused by As intoxication. ",As intoxication,"(122, 137)",DS
PMC5979449,91,This finding indicates that mMSCs injection could reverse the early apoptotic changes in vessels induced by As intoxication. ,As intoxication,"(108, 123)",DS
PMC5979449,116,The distinct viability differences between adult cells and MSCs during As intoxication are consistent with our results. ,As intoxication,"(71, 86)",DS
PMC5979449,125,"From our experimental results, we found that hMSCSs exhibit less of a decline in mitochondrial mass during As intoxication, which may be why hMSCs presented fewer differences in oxygen consumption rate (OCR) in high As concentration in SXF-20 experiment. ",As intoxication,"(107, 122)",DS
PMC5979449,139,"The paracrine effects of MSCs that can release various cytokines in response to tissue damage are well known; however, we are the first to demonstrate that MSCs can secrete abundant VEGF under As intoxication. ",As intoxication,"(193, 208)",DS
PMC5979449,140,"In this study, we generated an animal model of As intoxication through weekly IP injection with As for SD rats for 12 weeks. ",As intoxication,"(47, 62)",DS
PMC5979449,229,"To assess the effect of As intoxication in vivo, we maintained SD rats purchased from the national animal center and maintained them with periodic 16 ppm As intraperitoneal injections once a week for 12 weeks and finally checked their serum As concentration. ",As intoxication,"(24, 39)",DS
PMC5979449,270,"Our results indicate that adult stem cell MSCs therapy may provide a remarkable, feasible and effective treatment for overwhelming As intoxication. ",As intoxication,"(131, 146)",DS
PMC2233677,133,"Ten genes (CTAG1B, LOC158812, LOC255313, MAGEA2, PEPP-2, TSPY1, TSPY2, VCX3A, VCY, and XAGE1) were not analyzed because no gene-based SNPs with minor allele frequency (MAF) > 0.05 could be found. ",LOC158812,"(19, 28)",GP
PMC2233677,133,"Ten genes (CTAG1B, LOC158812, LOC255313, MAGEA2, PEPP-2, TSPY1, TSPY2, VCX3A, VCY, and XAGE1) were not analyzed because no gene-based SNPs with minor allele frequency (MAF) > 0.05 could be found. ",LOC255313,"(30, 39)",GP
PMC2233677,134,"We identified seven genes (ART3, LOC92196, NYD-SP20, PAGE5, TEX14, TKTL1, and XAGE5) with at least one SNP showing a discrepancy in MAF of 5% or greater between cases and controls (Table S2). ",LOC92196,"(33, 41)",GP
PMC2233677,221,"The biological function of ART3 remains obscure, as ART3 does not display any detectable arginine-specific transferase activity due to lack of the active site motif (R-S-EXE) that is essential for catalytic activity. ",arginine-specific transferase,"(89, 118)",GP
PMC2233677,242,"In the current study, azoospermia patients with varicocele, ejaculatory dysfunction, endocrinopathy, or histologically examined OA as defined above were excluded. ",ejaculatory dysfunction,"(60, 83)",DS
PMC2233677,281,"Of the 52 candidate genes, 10 genes (CTAG1B, LOC158812, LOC255313, MAGEA2, PEPP-2, TSPY1, TSPY2, VCX3A, VCY, and XAGE1) were excluded from the initial screening because gene-based SNPs with MAF > 0.05 were not found in the public SNP database. ",LOC158812,"(45, 54)",GP
PMC2233677,281,"Of the 52 candidate genes, 10 genes (CTAG1B, LOC158812, LOC255313, MAGEA2, PEPP-2, TSPY1, TSPY2, VCX3A, VCY, and XAGE1) were excluded from the initial screening because gene-based SNPs with MAF > 0.05 were not found in the public SNP database. ",LOC255313,"(56, 65)",GP
PMC4743178,109,"Despite scoring at the upper limit of the DKAT 2, medical students exhibited comparatively lower scores on items addressing symptoms and care provision: a) difficulty swallowing occurs in late-stage dementia (54 % scored correctly); b) movement is limited in late-stage dementia (59 % scored correctly); c) it is important to correct a person who has dementia when they are confused (70 % scored correctly). ",difficulty swallowing,"(156, 177)",DS
PMC5468280,20,Whether renal lesions found in non albuminuric CKD are specifically due to diabetes or may in part recognize different pathogenetic mechanisms is sometimes difficult to ascertain in clinical practice as renal biopsies are not routinely performed in most of these patients. ,CKD,"(47, 50)",DS
PMC5785827,65,"The sequence retrieved from the intestine of Thunnus sp. was only 277 bp and was not included in the phylogenetic analysis; however, it was identical to sequences of Eimeriidae gen. sp. retrieved from Trisopterus luscus (see Table 2). ",Eimeriidae gen. sp.,"(166, 185)",OG
PMC5785827,177,"Hence the Eimeria sp. and the Eimeriidae gen. sp. sequences recovered for this host herein, may correspond to E. lucida. ",Eimeriidae,"(30, 40)",OG
PMC5307887,71,"The 10-item inventory covers the following symptoms: delusion, hallucination, euphoria, agitation/aggression, disinhibition, irritability/lability, depression/dysphoria, anxiety, apathy/indifference, and aberrant motor behavior (no/yes). ",apathy,"(179, 185)",DS
PMC5307887,74,The apathy/indifference was analyzed as a single symptom. ,apathy,"(4, 10)",DS
PMC5307887,128,"All results were highly significant (p < 0.001).Table 3Odds ratios for use of each category of psychotropic drugs at one time point given use of the same category of the psychotropic drug at an earlier time point (the distance between time points is called lag), unadjusted and adjusted analyses where relevant covariates adjusted for were measured at the same earlier timeVariablesUnadjustedAdjustedOR (95% CI) P-valueOR (95% CI) P-valueLag 1, N = 1406 observations Antipsychoticsa 30.7 (21.8; 43.1)<0.00128.8 (20.31; 40.8)<0.001 Antidepressantsb 32.6 (23.8; 44.8)<0.00134.1 (24.6; 47.4)<0.001 Anxiolyticsc 33.1 (23.7; 46.2)<0.00132.2 (23.1; 45.0)<0.001 Sedativesd 22.6 (15.6; 30.8)<0.00123.1 (16.8; 31.7)<0.001Lag 2, N = 654 observations Antipsychoticse 13.3 (8.3; 21.4)<0.00113.5 (8.1; 22.3)<0.001 Antidepressantsf 15.5 (9.9; 24.2)<0.00116.0 (10.2; 25.3)<0.001 Anxiolyticsg 21.4 (12.8; 35.7)<0.00123.4 (13.9; 39.6)<0.001 Sedativesh 9.3 (5.9; 14.4)<0.0019.4 (5.9; 14.8)<0.001Lag 3, N = 288 observations Antipsychoticsi 16.5 (7.5; 36.3)<0.00117.9 (7.5; 42.4)<0.001 Antidepressantsj 10.0 (4.9; 20.4)<0.00112.6 (5.8; 27.2)<0.001 Anxiolyticsk 14.4 (6.5; 32.1)<0.00114.3 (7.0; 29.2)<0.001 Sedativesl 7.0 (3.6; 13.9)<0.0016.4 (3.2; 12.6)<0.001Lag 1: two consecutive assessment time pointsLag 2: one time point between selected time pointsLag 3: two time points between selected time points aAdjusted for: PSMS score, NPI Agitation sub-syndrome, NPI Psychosis sub-syndrome, NPI Affective sub-syndrome, NH size age and duration in NH bAdjusted for: PSMS score, NPI- Affective sub-syndrome, NPI Apathy and duration in NH cAdjusted for CDR sum of boxes, NPI- Affective sub-syndrome and level of education dAdjusted for PSMS score, NPI Apathy and duration in NH eAdjusted for PSMS score, NPI Psychosis sub-syndrome, NPI Apathy, Type of nursing home and age fAdjusted for: CDR sum of boxes, PSMS score and NPI- Affective sub-syndrome gAdjusted for CDR sum of boxes, PSMS score and level of education hAdjusted for CDR sum of boxes, PSMS and age iAdjusted for PSMS score and age jAdjusted for: CDR sum of boxes, NPI- Affective sub-syndrome and NPI Apathy kAdjusted for NPI Agitation sub-syndrome, NPI Psychosis sub-syndrome, NPI Affective sub-syndrome, NPI Apathy, level of education and Type of nursing home unit lAdjusted for CDR sum of boxes, NPI Psychosis sub-syndrome and Nursing home size Fig. 2Illustration of OR for use of each category of psychotropic drugs at one time point given use of the same category of psychotropic drug at an earlier time point by distance (Lag) between the time points, unadjusted and adjusted. a Antipsychotics; b Antidepressants; c Anxiolytics; and d Sedatives ",Apathy,"(2137, 2143)",DS
PMC5307887,128,"All results were highly significant (p < 0.001).Table 3Odds ratios for use of each category of psychotropic drugs at one time point given use of the same category of the psychotropic drug at an earlier time point (the distance between time points is called lag), unadjusted and adjusted analyses where relevant covariates adjusted for were measured at the same earlier timeVariablesUnadjustedAdjustedOR (95% CI) P-valueOR (95% CI) P-valueLag 1, N = 1406 observations Antipsychoticsa 30.7 (21.8; 43.1)<0.00128.8 (20.31; 40.8)<0.001 Antidepressantsb 32.6 (23.8; 44.8)<0.00134.1 (24.6; 47.4)<0.001 Anxiolyticsc 33.1 (23.7; 46.2)<0.00132.2 (23.1; 45.0)<0.001 Sedativesd 22.6 (15.6; 30.8)<0.00123.1 (16.8; 31.7)<0.001Lag 2, N = 654 observations Antipsychoticse 13.3 (8.3; 21.4)<0.00113.5 (8.1; 22.3)<0.001 Antidepressantsf 15.5 (9.9; 24.2)<0.00116.0 (10.2; 25.3)<0.001 Anxiolyticsg 21.4 (12.8; 35.7)<0.00123.4 (13.9; 39.6)<0.001 Sedativesh 9.3 (5.9; 14.4)<0.0019.4 (5.9; 14.8)<0.001Lag 3, N = 288 observations Antipsychoticsi 16.5 (7.5; 36.3)<0.00117.9 (7.5; 42.4)<0.001 Antidepressantsj 10.0 (4.9; 20.4)<0.00112.6 (5.8; 27.2)<0.001 Anxiolyticsk 14.4 (6.5; 32.1)<0.00114.3 (7.0; 29.2)<0.001 Sedativesl 7.0 (3.6; 13.9)<0.0016.4 (3.2; 12.6)<0.001Lag 1: two consecutive assessment time pointsLag 2: one time point between selected time pointsLag 3: two time points between selected time points aAdjusted for: PSMS score, NPI Agitation sub-syndrome, NPI Psychosis sub-syndrome, NPI Affective sub-syndrome, NH size age and duration in NH bAdjusted for: PSMS score, NPI- Affective sub-syndrome, NPI Apathy and duration in NH cAdjusted for CDR sum of boxes, NPI- Affective sub-syndrome and level of education dAdjusted for PSMS score, NPI Apathy and duration in NH eAdjusted for PSMS score, NPI Psychosis sub-syndrome, NPI Apathy, Type of nursing home and age fAdjusted for: CDR sum of boxes, PSMS score and NPI- Affective sub-syndrome gAdjusted for CDR sum of boxes, PSMS score and level of education hAdjusted for CDR sum of boxes, PSMS and age iAdjusted for PSMS score and age jAdjusted for: CDR sum of boxes, NPI- Affective sub-syndrome and NPI Apathy kAdjusted for NPI Agitation sub-syndrome, NPI Psychosis sub-syndrome, NPI Affective sub-syndrome, NPI Apathy, level of education and Type of nursing home unit lAdjusted for CDR sum of boxes, NPI Psychosis sub-syndrome and Nursing home size Fig. 2Illustration of OR for use of each category of psychotropic drugs at one time point given use of the same category of psychotropic drug at an earlier time point by distance (Lag) between the time points, unadjusted and adjusted. a Antipsychotics; b Antidepressants; c Anxiolytics; and d Sedatives ",Apathy,"(1588, 1594)",DS
PMC5307887,128,"All results were highly significant (p < 0.001).Table 3Odds ratios for use of each category of psychotropic drugs at one time point given use of the same category of the psychotropic drug at an earlier time point (the distance between time points is called lag), unadjusted and adjusted analyses where relevant covariates adjusted for were measured at the same earlier timeVariablesUnadjustedAdjustedOR (95% CI) P-valueOR (95% CI) P-valueLag 1, N = 1406 observations Antipsychoticsa 30.7 (21.8; 43.1)<0.00128.8 (20.31; 40.8)<0.001 Antidepressantsb 32.6 (23.8; 44.8)<0.00134.1 (24.6; 47.4)<0.001 Anxiolyticsc 33.1 (23.7; 46.2)<0.00132.2 (23.1; 45.0)<0.001 Sedativesd 22.6 (15.6; 30.8)<0.00123.1 (16.8; 31.7)<0.001Lag 2, N = 654 observations Antipsychoticse 13.3 (8.3; 21.4)<0.00113.5 (8.1; 22.3)<0.001 Antidepressantsf 15.5 (9.9; 24.2)<0.00116.0 (10.2; 25.3)<0.001 Anxiolyticsg 21.4 (12.8; 35.7)<0.00123.4 (13.9; 39.6)<0.001 Sedativesh 9.3 (5.9; 14.4)<0.0019.4 (5.9; 14.8)<0.001Lag 3, N = 288 observations Antipsychoticsi 16.5 (7.5; 36.3)<0.00117.9 (7.5; 42.4)<0.001 Antidepressantsj 10.0 (4.9; 20.4)<0.00112.6 (5.8; 27.2)<0.001 Anxiolyticsk 14.4 (6.5; 32.1)<0.00114.3 (7.0; 29.2)<0.001 Sedativesl 7.0 (3.6; 13.9)<0.0016.4 (3.2; 12.6)<0.001Lag 1: two consecutive assessment time pointsLag 2: one time point between selected time pointsLag 3: two time points between selected time points aAdjusted for: PSMS score, NPI Agitation sub-syndrome, NPI Psychosis sub-syndrome, NPI Affective sub-syndrome, NH size age and duration in NH bAdjusted for: PSMS score, NPI- Affective sub-syndrome, NPI Apathy and duration in NH cAdjusted for CDR sum of boxes, NPI- Affective sub-syndrome and level of education dAdjusted for PSMS score, NPI Apathy and duration in NH eAdjusted for PSMS score, NPI Psychosis sub-syndrome, NPI Apathy, Type of nursing home and age fAdjusted for: CDR sum of boxes, PSMS score and NPI- Affective sub-syndrome gAdjusted for CDR sum of boxes, PSMS score and level of education hAdjusted for CDR sum of boxes, PSMS and age iAdjusted for PSMS score and age jAdjusted for: CDR sum of boxes, NPI- Affective sub-syndrome and NPI Apathy kAdjusted for NPI Agitation sub-syndrome, NPI Psychosis sub-syndrome, NPI Affective sub-syndrome, NPI Apathy, level of education and Type of nursing home unit lAdjusted for CDR sum of boxes, NPI Psychosis sub-syndrome and Nursing home size Fig. 2Illustration of OR for use of each category of psychotropic drugs at one time point given use of the same category of psychotropic drug at an earlier time point by distance (Lag) between the time points, unadjusted and adjusted. a Antipsychotics; b Antidepressants; c Anxiolytics; and d Sedatives ",Apathy,"(1811, 1817)",DS
