	exact	type	db_id
864	membrane-cytoskeleton associated proteins	MIS_GP	
865	spectrins	MIS_GP	
866	actin	CRT_GP	
867	integral membrane protein	WS_GP	
868	band 3	MIS_GP	
869	antibodies	MIS_GP	
870	P. vivax	CRT_OG	
871	EV15-like protein	MIS_GP	
872	kynurenine-oxoglutarate transaminase	CRT_GP	
873	long chain fatty acid transport protein 6	CRT_GP	
874	FAM45A	CRT_GP	
875	FAM180A	CRT_GP	
876	TMLHE	CRT_GP	
877	malaria	CRT_DS	
878	band 3	MIS_GP	
879	spectrin	MIS_GP	
880	cytoplasmic actin 1	WS_GP	
881	protein 4.1	CRT_GP	
882	protein band 4.2	MIS_GP	
883	ankyrin 1	CRT_GP	
884	dematin	CRT_GP	
885	IgG	MIS_GP	
886	vivax malaria	CRT_DS	
887	vivax malaria	CRT_DS	
888	anemia	CRT_DS	
889	P. vivax	CRT_OG	
890	anemia	CRT_DS	
891	antibodies	MIS_GP	
892	HRP	CRT_GP	
893	human	CRT_OG	
894	IgG	MIS_GP	
895	band 3	MIS_GP	
896	spectrin	MIS_GP	
897	antibodies	MIS_GP	
898	anemia	CRT_DS	
899	vivax malaria	CRT_DS	
900	band 3	MIS_GP	
901	spectrin	MIS_GP	
902	band 3	MIS_GP	
903	spectrin	MIS_GP	
904	antibodies	MIS_GP	
905	P. vivax infection	WT_OG,DS	
906	IgG	MIS_GP	
907	malaria	CRT_DS	
908	band 3	MIS_GP	
909	antibodies	MIS_GP	
910	ITR	WT_GP	
911	ITR	WT_GP	
912	spectrin	MIS_GP	
913	antibodies	MIS_GP	
914	ITR	WT_GP	
915	ITR	WT_GP	
916	band 3	MIS_GP	
917	spectrin	MIS_GP	
918	antibodies	MIS_GP	
919	anemia	CRT_DS	
920	P. vivax infection	WT_OG,DS	
921	band 3	MIS_GP	
922	spectrin	MIS_GP	
923	antibodies	MIS_GP	
924	P. vivax infection	WT_OG,DS	
925	anemia	CRT_DS	
926	Antibody	MIS_GP	
927	malaria	CRT_DS	
928	band 3	MIS_GP	
929	spectrin	MIS_GP	
930	antibodies	MIS_GP	
931	P. vivax	CRT_OG	
932	IgG	MIS_GP	
933	antibody	MIS_GP	
934	band 3	MIS_GP	
935	spectrin	MIS_GP	
936	vivax malaria	CRT_DS	
937	antibody	MIS_GP	
938	hemoglobin	CRT_GP	
939	band 3	MIS_GP	
940	spectrin	MIS_GP	
941	antibodies	MIS_GP	
942	antibody	MIS_GP	
943	P. vivax	CRT_OG	
944	anemia	CRT_DS	
945	hemoglobin	CRT_GP	
946	antibodies	MIS_GP	
947	hemoglobin	CRT_GP	
948	band 3	MIS_GP	
949	spectrin	MIS_GP	
950	antibodies	MIS_GP	
951	hemoglobin	CRT_GP	
952	band 3	MIS_GP	
953	spectrin	MIS_GP	
954	antibodies	MIS_GP	
955	P. vivax	CRT_OG	
956	autoimmune response	WT_DS	
957	mimicry	WT_DS	
958	P. vivax	CRT_OG	
959	human	CRT_OG	
960	mimicry	WT_DS	
961	P. vivax	CRT_OG	
962	human	CRT_OG	
963	human	CRT_OG	
964	ankyrin	MIS_GP	
965	actin	CRT_GP	
966	spectrin	MIS_GP	
967	human	CRT_OG	
968	PVX_123515	WS_GP	
969	PVX_099980	WS_GP	
970	PVX_101610	WS_GP	
971	PVX_099980	WS_GP	
972	vivax	MIS_OG	
973	human	CRT_OG	
974	Human	CRT_OG	
975	P. vivax	CRT_OG	
976	P. vivax	CRT_OG	
977	Human	CRT_OG	
978	AP180	CRT_GP	
979	PVX_092010	MIS_GP	
980	Clathrin coat assembly protein AP180	WS_GP	
981	NFASC	CRT_GP	
982	PVX_095335	MIS_GP	
983	Neurofascin	MIS_GP	
984	FA13A	MIS_GP	
985	PVX_123250	MIS_GP	
986	Protein FAM13A	MIS_GP	
987	PGK2	CRT_GP	
988	PVX_123515	MIS_GP	
989	MAC/Perforin domain containing protein	MIS_GP	
990	Phosphoglycerate kinase 2	MIS_GP	
991	ADDA	CRT_GP	
992	Alpha-adducin	MIS_GP	
993	NP1L1	MIS_GP	
994	PVX_091530	MIS_GP	
995	Nucleosome assembly protein 1-like 1	WS_GP	
996	PI42B	MIS_GP	
997	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	MIS_GP	
998	CHD3	CRT_GP	
999	PVX_093655	MIS_GP	
1000	Chromodomain-helicase-DNA-binding protein 3	WS_GP	
1001	ROA0	MIS_GP	
1002	PVX_092895	MIS_GP	
1003	Heterogeneous nuclear ribonucleoprotein A0	MIS_GP	
1004	RAB32	CRT_GP	
1005	PVX_123100	MIS_GP	
1006	Ras-related protein Rab-32	MIS_GP	
1007	LRRK2	CRT_GP	
1008	PVX_000660	MIS_GP	
1009	Leucine-rich repeat serine/threonine-protein kinase 2	WS_GP	
1010	ATAD2	CRT_GP	
1011	PVX_101610	MIS_GP	
1012	RAD protein (Pv-fam-e)	MIS_GP	
1013	ATPase family AAA domain-containing protein 2	WS_GP	
1014	IGS10	MIS_GP	
1015	PVX_085900	MIS_GP	
1016	Immunoglobulin superfamily member 10	MIS_GP	
1017	RHG36	MIS_GP	
1018	PVX_114675	MIS_GP	
1019	Rho GTPase-activating protein 36	WS_GP	
1020	DDX50	CRT_GP	
1021	PVX_117850	MIS_GP	
1022	ATP-dependent RNA helicase DDX50	MIS_GP	
1023	SHAN3	MIS_GP	
1024	PVX_122920	MIS_GP	
1025	SH3 and multiple ankyrin repeat domains protein 3	MIS_GP	
1026	UACA	CRT_GP	
1027	Uveal autoantigen with coiled-coil domains and ankyrin repeats	MIS_GP	
1028	SPTN4	MIS_GP	
1029	Spectrin beta chain, brain 3	MIS_GP	
1030	WNK1	CRT_GP	
1031	PVX_118355	MIS_GP	
1032	Serine/threonine-protein kinase WNK1	MIS_GP	
1033	RTN4	CRT_GP	
1034	Reticulon-4	MIS_GP	
1035	H2AW	MIS_GP	
1036	PVX_083455	MIS_GP	
1037	Core histone macro-H2A.2	MIS_GP	
1038	SRPK3	CRT_GP	
1039	PVX_123910	MIS_GP	
1040	SRSF protein kinase 3	MIS_GP	
1041	MACF1	CRT_GP	
1042	Microtubule-actin cross-linking factor 1, isoforms 1	WS_GP	
1043	spectrin	MIS_GP	
1044	P. vivax	CRT_OG	
1045	Plasmodium	CRT_OG	
1046	autoantibodies	MIS_GP	
1047	P. vivax	CRT_OG	
1048	spectrin	MIS_GP	
1049	mimicry	WT_DS	
1050	spectrin	MIS_GP	
1051	Plasmodium	CRT_OG	
1052	P. vivax	CRT_OG	
1053	PVX_003755	WS_GP	
1054	human	CRT_OG	
1055	spectrin β-chain	CRT_GP	
1056	P. vivax	CRT_OG	
1057	spectrin	MIS_GP	
1058	Plasmodium	CRT_OG	
1059	P. falciparum	CRT_OG	
1060	spectrin	MIS_GP	
1061	Plasmodium	CRT_OG	
1062	Plasmodium	MIS_OG	
1063	spectrin	MIS_GP	
1064	Plasmodium berghei ANKA	MIS_OG	
1065	Plasmodium	CRT_OG	
1066	Plasmodium cynomolgi strain B	MIS_OG	
1067	Plasmodium falciparum 3D7	MIS_OG	
1068	Plasmodium knowlesi strain H	MIS_OG	
1069	Plasmodium yoelii yoelii 17X	MIS_OG	
1070	Plasmodium yoelii yoelii 17XNL	MIS_OG	
1071	PYYM_0305000	MIS_GP	
1072	Plasmodium yoelii yoelii YM	MIS_OG	
1073	Plasmodium vivax SaI-1	MIS_OG	
1074	spectrin-like proteins	MIS_GP	
1075	Plasmodium	CRT_OG	
1076	Plasmodium	CRT_OG	
1077	spectrin	MIS_GP	
1078	Plasmodium falciparum	CRT_OG	
1079	P. vivax	CRT_OG	
1080	spectrin	MIS_GP	
1081	Plasmodium	CRT_OG	
1082	P. falciparum	CRT_OG	
1083	Pf3D7_0206500	MIS_GP	
1084	Plasmodium	CRT_OG	
1085	spectrin-like proteins	MIS_GP	
1086	human	CRT_OG	
1087	pleckstrin	CRT_GP	
1088	P. falciparum	CRT_OG	
1089	Pf3D7_0206500	MIS_GP	
1090	Plasmodium	CRT_OG	
1091	spectrin-like proteins	MIS_GP	
1092	P. falciparum	CRT_OG	
1093	Plasmodium	CRT_OG	
1094	P. cynomolgi	CRT_OG	
1095	autoantibody	MIS_GP	
1096	anemia	CRT_DS	
1097	P. vivax infection	WT_OG,DS	
1098	P. vivax	CRT_OG	
1099	IgG	MIS_GP	
1100	band 3	MIS_GP	
1101	spectrin	MIS_GP	
1102	IgGs	MIS_GP	
1103	P. vivax infection	WT_OG,DS	
1104	P. vivax	CRT_OG	
1105	human	CRT_OG	
1106	spectrin	MIS_GP	
1107	mimicry	WT_DS	
1108	autoantibody	MIS_GP	
1109	autoantibodies	MIS_GP	
1110	P. vivax	CRT_OG	
1111	autoantibodies	MIS_GP	
1112	autoantibodies	MIS_GP	
1113	P. vivax malaria	WT_OG,DS	
1114	antibodies	MIS_GP	
1115	P. vivax	CRT_OG	
1116	band 3	MIS_GP	
1117	spectrin	MIS_GP	
1118	actin	CRT_GP	
1119	band 3	MIS_GP	
1120	Plasmodium infection	WT_OG,DS	
1121	autoantibodies	MIS_GP	
1122	cytoskeletal proteins	MIS_GP	
1123	antibody	MIS_GP	
1124	band 3	MIS_GP	
1125	hereditary spherocytosis	CRT_DS	
1126	spectrin	MIS_GP	
1127	ankyrin	MIS_GP	
1128	band 3	MIS_GP	
1129	hereditary spherocytosis	CRT_DS	
1130	spectrin	MIS_GP	
1131	ankyrin	MIS_GP	
1132	band 3	MIS_GP	
1133	autoantibodies	MIS_GP	
1134	band 3	MIS_GP	
1135	P. vivax infection	WT_OG,DS	
1136	autoantibodies	MIS_GP	
1137	vivax infection	MIS_DS	
1138	autoantibodies	MIS_GP	
1139	IgG	MIS_GP	
1140	autoantibodies	MIS_GP	
1141	P. vivax	CRT_OG	
1142	autoantibodies	MIS_GP	
1143	vivax	MIS_OG	
1144	band 3	MIS_GP	
1145	anion transporter	MIS_GP	
1146	Plasmodium infections	WT_OG,DS	
1147	band 3	MIS_GP	
1148	merozoite proteins	MIS_GP	
1149	MSP-1	WS_GP	
1150	MSP-9	WS_GP	
1151	P. falciparum	CRT_OG	
1152	band 3	MIS_GP	
1153	antibodies	MIS_GP	
1154	antibodies	MIS_GP	
1155	parasitemia	CRT_DS	
1156	autoantibodies	MIS_GP	
1157	band 3	MIS_GP	
1158	P. vivax infections	WT_OG,DS	
1159	autoantibodies	MIS_GP	
1160	anemia	CRT_DS	
1161	Band 3	MIS_GP	
1162	chloride and bicarbonate antiporter	MIS_GP	
1163	band 3	MIS_GP	
1164	spectrin	MIS_GP	
1165	band 3	MIS_GP	
1166	malaria	CRT_DS	
1167	band 3	MIS_GP	
1168	chloride/bicarbonate transporter	WS_GP	
1169	anemia	CRT_DS	
1170	spectrin	MIS_GP	
1171	antibodies	MIS_GP	
1172	malaria	CRT_DS	
1173	mimicry	WT_DS	
1174	vivax malaria	CRT_DS	
1175	anemia	CRT_DS	
1176	P. vivax	CRT_OG	
1177	human	CRT_OG	
1178	P. vivax	CRT_OG	
1179	human	CRT_OG	
1180	spectrin	MIS_GP	
1181	spectrin	MIS_GP	
1182	antibodies	MIS_GP	
1183	P. vivax	CRT_OG	
1184	spectrin	MIS_GP	
1185	antibodies	MIS_GP	
1186	spectrin	MIS_GP	
1187	rats	CRT_OG	
1188	spectrin	MIS_GP	
1189	spectrin-homologous proteins	MIS_GP	
1190	autoantibodies	MIS_GP	
1191	infection	CRT_DS	
1192	P. vivax	CRT_OG	
1193	mimicry	WT_DS	
1194	mimicry	WT_DS	
1195	P. vivax	CRT_OG	
1196	Plasmodium	CRT_OG	
1197	P. falciparum	CRT_OG	
1198	merozoite surface protein 1	CRT_GP	
1199	PfMSP-1	MIS_GP	
1200	human	CRT_OG	
1201	epidermal growth factor	WS_GP	
1202	P. falciparum	CRT_OG	
1203	translationally controlled tumor protein	CRT_GP	
1204	PfTCTP	MIS_GP	
1205	human	CRT_OG	
1206	histamine releasing factor	MIS_GP	
1207	P. falciparum	CRT_OG	
1208	erythrocyte membrane protein 1	WS_GP	
1209	PfEMP1	MIS_GP	
1210	human	CRT_OG	
1211	vitronectin	MIS_GP	
1212	Plasmodium	CRT_OG	
1213	spectrin-like proteins	MIS_GP	
1214	P. falciparum	CRT_OG	
1215	spectrin	MIS_GP	
1216	Plasmodium	CRT_OG	
1217	spectrin	MIS_GP	
1218	pleckstrin	CRT_GP	
1219	humans	CRT_OG	
1220	anemia	MIS_DS	
1221	pleckstrin-2	CRT_GP	
1222	mimicry	WT_DS	
1223	spectrin	MIS_GP	
1224	Plasmodium infection	WT_OG,DS	
1225	spectrin	MIS_GP	
1226	spectrin	MIS_GP	
1227	antibodies	MIS_GP	
1228	immunoglobulins	MIS_GP	
1229	spectrin	MIS_GP	
1230	antibodies	MIS_GP	
1231	P. vivax infection	WT_OG,DS	
1232	spectrin	MIS_GP	
1233	spectrin	MIS_GP	
1234	antibodies	MIS_GP	
1235	complement receptor 1	MIS_GP	
1236	CR1	CRT_GP	
1237	anemia	CRT_DS	
1238	vivax malaria	CRT_DS	
1239	cytoskeletal proteins	MIS_GP	
1240	falciparum malaria	MIS_DS	
1241	P. vivax	CRT_OG	
1242	anemia	CRT_DS	
1243	antibodies	MIS_GP	
1244	band 3	MIS_GP	
1245	cytoskeletal proteins	MIS_GP	
1246	antibodies	MIS_GP	
1247	antibodies	MIS_GP	
1248	vivax	MIS_OG	
1249	anemia	CRT_DS	
1250	Human	CRT_OG	
1251	P. vivax infection	WT_OG,DS	
1252	lio	WT_GP	
1253	P. vivax	CRT_OG	
1254	infections	CRT_DS	
1255	Plasmodium	CRT_OG	
1256	malaria	CRT_DS	
1257	anemia	CRT_DS	
1258	malaria	CRT_DS	
1259	anemia	CRT_DS	
1260	Anemia	CRT_DS	
1261	hemoglobin	CRT_GP	
1262	hemoglobin	CRT_GP	
1263	anemia	CRT_DS	
1264	severe malnutrition	CRT_DS	
1265	infections	CRT_DS	
1266	HIV	CRT_OG	
1267	hepatitis	CRT_DS	
1268	malaria	CRT_DS	
1269	vivax	MIS_OG	
1270	P. vivax	CRT_OG	
1271	malaria	CRT_DS	
1272	Parasitemia	MIS_DS	
1273	IgG	MIS_GP	
1274	P. vivax	CRT_OG	
1275	infection	CRT_DS	
1276	P. vivax	CRT_OG	
1277	malaria	CRT_DS	
1278	Hemoglobin	CRT_GP	
1279	hypotonic	WT_DS	
1280	Membrane proteins	CRT_GP	
1281	IgG	MIS_GP	
1282	IgG	MIS_GP	
1283	bovine	WT_OG	
1284	albumin	WS_GP	
1285	BSA	MIS_GP	
1286	BSA	MIS_GP	
1287	horseradish	CRT_OG	
1288	peroxidase	CRT_GP	
1289	human	CRT_OG	
1290	IgG	MIS_GP	
1291	BSA	MIS_GP	
1292	IgG	MIS_GP	
1293	antibodies	MIS_GP	
1294	BSA	MIS_GP	
1295	HRP	CRT_GP	
1296	goat	CRT_OG	
1297	human	CRT_OG	
1298	IgG	MIS_GP	
1299	trypsin	CRT_GP	
1300	Trypsin	WT_GP	
1301	human	CRT_OG	
1302	Band 3	MIS_GP	
1303	Hemoglobin	CRT_GP	
1304	hemoglobin	CRT_GP	
1305	Band 3	MIS_GP	
1306	membrane protein	CRT_GP	
1307	Band 3	MIS_GP	
1308	Spectrin	MIS_GP	
1309	Spectrin	MIS_GP	
1310	spectrin	MIS_GP	
1311	spectrin	MIS_GP	
1312	spectrin	MIS_GP	
1313	spectrin	MIS_GP	
1314	spectrins	MIS_GP	
1315	spectrin	MIS_GP	
1316	band 3	MIS_GP	
1317	spectrin	MIS_GP	
1318	antibodies	MIS_GP	
1319	band 3	MIS_GP	
1320	spectrin	MIS_GP	
1321	antibodies	MIS_GP	
1322	band 3	MIS_GP	
1323	spectrin	MIS_GP	
1324	BSA	MIS_GP	
1325	BSA	MIS_GP	
1326	BSA	MIS_GP	
1327	Peroxidase	CRT_GP	
1328	human	CRT_OG	
1329	IgG	MIS_GP	
1330	BSA	MIS_GP	
1331	Antibody	MIS_GP	
1332	malaria	CRT_DS	
1333	Mimicry	WT_DS	
1334	mimicry	WT_DS	
1335	P. vivax	CRT_OG	
1336	human	CRT_OG	
1337	human	CRT_OG	
1338	mimicry	WT_DS	
1339	P. falciparum	CRT_OG	
1340	P. vivax	CRT_OG	
1341	spectrin	MIS_GP	
1342	P. vivax	CRT_OG	
1343	anemia	CRT_DS	
1344	P. falciparum	CRT_OG	
1345	P. vixax	MIS_OG	
1346	P. falciparum	CRT_OG	
1347	Plasmodium	CRT_OG	
1348	Plasmodium	CRT_OG	
1349	mimicry	WT_DS	
1350	Plasmodium	CRT_OG	
1351	P. falciparum 3D7	MIS_OG	
1352	PF3D7_0206500	MIS_GP	
1353	P. berghei ANKA	MIS_OG	
1354	PBANKA_0304100	MIS_GP	
1355	P. yoelli yoelli 17X	WS_OG	
1356	PY17X_0304700	MIS_GP	
1357	P. yoelli yoelli YM	WS_OG	
1358	PMY_0305000	MIS_GP	
1359	P. yoelli yoelli 17XNL	WS_OG	
1360	PY00070	MIS_GP	
1361	P. chabaudi chabaudi	CRT_OG	
1362	PCHAS_0306300	MIS_GP	
1363	P. knowlesi strain H	WS_OG	
1364	PKNH_0414500	MIS_GP	
1365	P. vivax Sal-1	WT_GP,OG	
1366	PVX_003755	WS_GP	
1367	P. cynomolgi strain B	WS_OG	
1368	PCYB_042380	MIS_GP	
1369	Amylin	CRT_GP	
1370	Metabolic Syndrome	MIS_DS	
1371	animal	MIS_OG	
1372	amylin	CRT_GP	
1373	insulin	MIS_GP	
1374	amylin	CRT_GP	
1375	obesity	CRT_DS	
1376	metabolic disorders	CRT_DS	
1377	humans	CRT_OG	
1378	amylin	CRT_GP	
1379	metabolic syndrome	MIS_DS	
1380	MetS	MIS_DS	
1381	obesity	CRT_DS	
1382	insulin resistance	MIS_DS	
1383	amylin	CRT_GP	
1384	C-reactive protein	CRT_GP	
1385	CRP	MIS_GP	
1386	interleukin-6	CRT_GP	
1387	IL-6	CRT_GP	
1388	insulin	MIS_GP	
1389	MetS	MIS_DS	
1390	amylin	CRT_GP	
1391	obese	WT_DS	
1392	amylin	CRT_GP	
1393	CRP	MIS_GP	
1394	IL-6	CRT_GP	
1395	insulin	MIS_GP	
1396	amylin	CRT_GP	
1397	insulin	MIS_GP	
1398	IR	MIS_DS	
1399	MetS	MIS_DS	
1400	amylin	CRT_GP	
1401	insulin	MIS_GP	
1402	IR	MIS_DS	
1403	amylin	CRT_GP	
1404	MetS	MIS_DS	
1405	amylin	CRT_GP	
1406	MetS	MIS_DS	
1407	MetS	MIS_DS	
1408	obesity	CRT_DS	
1409	insulin resistance	MIS_DS	
1410	MetS	MIS_DS	
1411	Amylin	CRT_GP	
1412	islet amyloid polypeptide	CRT_GP	
1413	IAPP	CRT_GP	
1414	type 2 diabetes	CRT_DS	
1415	Amylin	CRT_GP	
1416	insulin	MIS_GP	
1417	Amylin	CRT_GP	
1418	Amylin	CRT_GP	
1419	amylin	CRT_GP	
1420	Amylin	CRT_GP	
1421	animals	CRT_OG	
1422	amylin	CRT_GP	
1423	adiposity	WT_DS	
1424	amylin receptor	WS_GP	
1425	adiposity	WT_DS	
1426	Amylin	CRT_GP	
1427	insulin	MIS_GP	
1428	rat	CRT_OG	
1429	animal	MIS_OG	
1430	amylin	CRT_GP	
1431	insulin	MIS_GP	
1432	insulin resistance	MIS_DS	
1433	human	CRT_OG	
1434	IAPP	CRT_GP	
1435	rats	CRT_OG	
1436	amylin	CRT_GP	
1437	dog	CRT_OG	
1438	insulin resistance	MIS_DS	
1439	amylin	CRT_GP	
1440	obese	WT_DS	
1441	obese	WT_DS	
1442	impaired glucose tolerance	CRT_DS	
1443	type 2 diabetes	CRT_DS	
1444	polycystic ovary syndrome	CRT_DS	
1445	amylin	CRT_GP	
1446	human	CRT_OG	
1447	metabolic diseases	CRT_DS	
1448	Metabolic syndrome	MIS_DS	
1449	MetS	MIS_DS	
1450	central obesity	CRT_DS	
1451	dyslipidemia	CRT_DS	
1452	hyperglycemia	CRT_DS	
1453	type 2 diabetes	CRT_DS	
1454	cardiovascular disease	CRT_DS	
1455	CVD	MIS_DS	
1456	MetS	MIS_DS	
1457	CVD	MIS_DS	
1458	CVD	MIS_DS	
1459	stroke	CRT_DS	
1460	obesity	CRT_DS	
1461	MetS	MIS_DS	
1462	MetS	MIS_DS	
1463	MetS	MIS_DS	
1464	obesity	CRT_DS	
1465	metabolic disorders	CRT_DS	
1466	metabolic syndrome	MIS_DS	
1467	type 2 diabetes	CRT_DS	
1468	cardiovascular diseases	CRT_DS	
1469	amylin	CRT_GP	
1470	metabolic diseases	CRT_DS	
1471	amylin	CRT_GP	
1472	MetS	MIS_DS	
1473	amylin	CRT_GP	
1474	MetS	MIS_DS	
1475	obesity	CRT_DS	
1476	insulin resistance	MIS_DS	
1477	Microbiota	CRT_OG	
1478	Obesity	CRT_DS	
1479	obesity	CRT_DS	
1480	obesity	CRT_DS	
1481	Obesity	CRT_DS	
1482	obesity	CRT_DS	
1483	chronic diseases	CRT_DS	
1484	coronary heart disease	CRT_DS	
1485	stroke	CRT_DS	
1486	type 2 diabetes	CRT_DS	
1487	high-density lipoprotein	WT_GP	
1488	C-reactive protein	CRT_GP	
1489	CRP	MIS_GP	
1490	interleukin 6	CRT_GP	
1491	IL-6	CRT_GP	
1492	insulin	MIS_GP	
1493	insulin resistance	MIS_DS	
1494	insulin resistance	MIS_DS	
1495	IR	MIS_DS	
1496	Amylin	CRT_GP	
1497	Human	CRT_OG	
1498	amylin	CRT_GP	
1499	amylin	CRT_GP	
1500	obese	WT_DS	
1501	amylin	CRT_GP	
1502	Mets	WT_GP,DS	
1503	MetS	MIS_DS	
1504	amylin	CRT_GP	
1505	insulin	MIS_GP	
1506	IR	MIS_DS	
1507	amylin	CRT_GP	
1508	insulin	MIS_GP	
1509	CRP	MIS_GP	
1510	IL-6	CRT_GP	
1511	Amylin	CRT_GP	
1512	amylin	CRT_GP	
1513	amylin	CRT_GP	
1514	amylin	CRT_GP	
1515	amylin	CRT_GP	
1516	amylin	CRT_GP	
1517	MetS	MIS_DS	
1518	amylin	CRT_GP	
1519	chronic diseases	CRT_DS	
1520	insulin	MIS_GP	
1521	IR	MIS_DS	
1522	amylin	CRT_GP	
1523	amylin	CRT_GP	
1524	amylin	CRT_GP	
1525	obese	WT_DS	
1526	amylin	CRT_GP	
1527	amylin	CRT_GP	
1528	insulin	MIS_GP	
1529	IR	MIS_DS	
1530	amylin	CRT_GP	
1531	insulin	MIS_GP	
1532	CRP	MIS_GP	
1533	IL-6	CRT_GP	
1534	amylin	CRT_GP	
1535	amylin	CRT_GP	
1536	Amylin	CRT_GP	
1537	obesity	CRT_DS	
1538	Obesity	CRT_DS	
1539	Obese	WT_DS	
1540	amylin	CRT_GP	
1541	amylin	CRT_GP	
1542	Amylin	CRT_GP	
1543	coronary heart disease	CRT_DS	
1544	stroke	CRT_DS	
1545	diabetes	CRT_DS	
1546	Metabolic syndrome	MIS_DS	
1547	SBP	WT_GP	
1548	Insulin	MIS_GP	
1549	IR	MIS_DS	
1550	Amylin	CRT_GP	
1551	insulin	MIS_GP	
1552	CRP	MIS_GP	
1553	IL-6	CRT_GP	
1554	amylin	CRT_GP	
1555	Amylin	CRT_GP	
1556	insulin	MIS_GP	
1557	IR	MIS_DS	
1558	CRP	MIS_GP	
1559	IL-6	CRT_GP	
1560	amylin	CRT_GP	
1561	insulin	MIS_GP	
1562	IR	MIS_DS	
1563	obese	WT_DS	
1564	amylin	CRT_GP	
1565	Insulin	MIS_GP	
1566	IR	MIS_DS	
1567	CRP	MIS_GP	
1568	IL-6	CRT_GP	
1569	amylin	CRT_GP	
1570	metabolic syndrome	MIS_DS	
1571	MetS	MIS_DS	
1572	amylin	CRT_GP	
1573	MetS	MIS_DS	
1574	amylin	CRT_GP	
1575	amylin	CRT_GP	
1576	MetS	MIS_DS	
1577	central obesity	CRT_DS	
1578	hyperglycemia	CRT_DS	
1579	hypertriglyceridemia	MIS_DS	
1580	MetS	MIS_DS	
1581	amylin	CRT_GP	
1582	MetS	MIS_DS	
1583	insulin	MIS_GP	
1584	amylin	CRT_GP	
1585	MetS	MIS_DS	
1586	amylin	CRT_GP	
1587	MetS	MIS_DS	
1588	amylin	CRT_GP	
1589	MetS	MIS_DS	
1590	obesity	CRT_DS	
1591	insulin	MIS_GP	
1592	MetS	MIS_DS	
1593	amylin	CRT_GP	
1594	MetS	MIS_DS	
1595	amylin	CRT_GP	
1596	Metabolic syndrome	MIS_DS	
1597	Central obesity	CRT_DS	
1598	Hyperglycemia	CRT_DS	
1599	Hypertriglyceridemia	MIS_DS	
1600	chronic diseases	CRT_DS	
1601	CRP	MIS_GP	
1602	IL-6	CRT_GP	
1603	insulin	MIS_GP	
1604	IR	MIS_DS	
1605	amylin	CRT_GP	
1606	MetS	MIS_DS	
1607	CRP	MIS_GP	
1608	IL-6	CRT_GP	
1609	insulin	MIS_GP	
1610	IR	MIS_DS	
1611	MetS	MIS_DS	
1612	obese	WT_DS	
1613	CRP	MIS_GP	
1614	IL-6	CRT_GP	
1615	insulin	MIS_GP	
1616	IR	MIS_DS	
1617	amylin	CRT_GP	
1618	amylin	CRT_GP	
1619	obesity	CRT_DS	
1620	insulin resistance	MIS_DS	
1621	MetS	MIS_DS	
1622	MetS	MIS_DS	
1623	amylin	CRT_GP	
1624	obesity	CRT_DS	
1625	CRP	MIS_GP	
1626	IL-6	CRT_GP	
1627	insulin	MIS_GP	
1628	IR	MIS_DS	
1629	chronic diseases	CRT_DS	
1630	MetS	MIS_DS	
1631	MetS	MIS_DS	
1632	central obesity	CRT_DS	
1633	obese	WT_DS	
1634	amylin	CRT_GP	
1635	amylin	CRT_GP	
1636	CRP	MIS_GP	
1637	amylin	CRT_GP	
1638	IL-6	CRT_GP	
1639	amylin	CRT_GP	
1640	insulin	MIS_GP	
1641	amylin	CRT_GP	
1642	IR	MIS_DS	
1643	amylin	CRT_GP	
1644	amylin	CRT_GP	
1645	MetS	MIS_DS	
1646	obesity	CRT_DS	
1647	CRP	MIS_GP	
1648	IL-6	CRT_GP	
1649	insulin resistance	MIS_DS	
1650	amylin	CRT_GP	
1651	amylin	CRT_GP	
1652	obese	WT_DS	
1653	Obese	WT_DS	
1654	impaired glucose tolerance	CRT_DS	
1655	amylin	CRT_GP	
1656	obese	WT_DS	
1657	amylin	CRT_GP	
1658	obese	WT_DS	
1659	amylin	CRT_GP	
1660	obese	WT_DS	
1661	insulin	MIS_GP	
1662	IR	MIS_DS	
1663	amylin	CRT_GP	
1664	obesity	CRT_DS	
1665	metabolic disorders	CRT_DS	
1666	obese	WT_DS	
1667	amylin	CRT_GP	
1668	insulin	MIS_GP	
1669	amylin	CRT_GP	
1670	MetS	MIS_DS	
1671	animal	MIS_OG	
1672	amylin	CRT_GP	
1673	insulin	MIS_GP	
1674	amylin	CRT_GP	
1675	insulin resistance	MIS_DS	
1676	type 2 diabetes	CRT_DS	
1677	human	CRT_OG	
1678	amylin	CRT_GP	
1679	MetS	MIS_DS	
1680	CVD	MIS_DS	
1681	CVD	MIS_DS	
1682	stroke	CRT_DS	
1683	amylin	CRT_GP	
1684	MetS	MIS_DS	
1685	MetS	MIS_DS	
1686	obese	WT_DS	
1687	Obesity	CRT_DS	
1688	MetS	MIS_DS	
1689	MetS	MIS_DS	
1690	amylin	CRT_GP	
1691	amylin	CRT_GP	
1692	MetS	MIS_DS	
1693	obesity	CRT_DS	
1694	Hyperinsulinemia	CRT_DS	
1695	insulin resistance	MIS_DS	
1696	obesity	CRT_DS	
1697	MetS	MIS_DS	
1698	amylin	CRT_GP	
1699	insulin	MIS_GP	
1700	obesity	CRT_DS	
1701	insulin resistance	MIS_DS	
1702	amylin	CRT_GP	
1703	MetS	MIS_DS	
